Bar,Date,Time,Open,High,Low,Close,CCI(20C),%K(141),%D(3)
891,11/28/07,12:45,146050,146175,145925,146125,77.61,81.48,75.3
892,11/28/07,12:50,146125,146125,145975,146050,43.38,70.37,75.3
893,11/28/07,12:55,146025,146100,146000,146025,30.97,66.66,72.83
894,11/28/07,13:00,146050,146100,145950,146075,46.36,66.66,67.9
895,11/28/07,13:05,146075,146100,145975,146000,10.41,37.5,56.94
896,11/28/07,13:10,146000,146050,145925,146025,17.16,30.76,44.97
897,11/28/07,13:15,146025,146375,146000,146325,177.28,88.88,52.38
898,11/28/07,13:20,146325,146525,146300,146450,246.53,87.5,69.05
899,11/28/07,13:25,146450,146475,146375,146450,217.79,87.5,87.96
900,11/28/07,13:30,146450,146550,146375,146450,175.21,84,86.33
901,11/28/07,13:35,146450,146625,146450,146525,170.84,85.71,85.73
902,11/28/07,13:40,146525,146550,146375,146425,104.52,71.42,80.38
903,11/28/07,13:45,146425,146550,146375,146500,116.37,82.14,79.76
904,11/28/07,13:50,146500,146775,146475,146675,153.14,88.23,80.6
905,11/28/07,13:55,146700,146950,146650,146750,150.53,80.48,83.62
906,11/28/07,14:00,146775,146900,146650,146775,135.46,82.92,83.88
907,11/28/07,14:05,146775,147000,146650,147000,169.72,100,87.8
908,11/28/07,14:10,147000,147125,146875,147050,159.42,93.75,92.22
909,11/28/07,14:15,147050,147175,146900,146925,117.85,80,91.25
910,11/28/07,14:20,146950,146950,146825,146850,89.96,72.34,82.03
911,11/28/07,14:25,146850,146925,146775,146875,85.83,65.71,72.68
912,11/28/07,14:30,146875,146925,146775,146925,87.1,68.75,68.93
913,11/28/07,14:35,146925,147150,146900,146975,89.38,75,69.82
914,11/28/07,14:40,147000,147025,146725,146775,35.9,50,64.58
915,11/28/07,14:45,146775,146900,146650,146825,43.27,56.25,60.41
916,11/28/07,14:50,146850,146875,146700,146750,12.65,46.87,51.04
917,11/28/07,14:55,146750,146950,146750,146900,60.95,60.71,54.61
918,11/28/07,15:00,146900,147050,146825,147000,93.78,66.66,58.08
919,11/28/07,15:05,147000,147150,146850,147100,124.15,85.71,71.03
920,11/28/07,15:10,147075,147375,147050,147250,171.66,82.75,78.37
921,11/28/07,15:15,147250,147375,147200,147350,189.82,96.55,88.34
922,11/28/07,15:20,147375,147500,147325,147375,179.29,85.29,88.2
923,11/28/07,15:25,147375,147400,147300,147375,156.86,85.29,89.04
924,11/28/07,15:30,147350,147400,147125,147200,78.34,64.7,78.43
925,11/28/07,15:35,147225,147400,147125,147375,125.8,85.29,78.43
926,11/28/07,15:40,147375,147475,146975,147000,-16.9,41.17,63.72
927,11/28/07,15:45,146975,147025,146600,146650,-134.49,5.55,44.008
928,11/28/07,15:50,146650,147075,146625,147025,0,47.22,31.31
929,11/28/07,15:55,147025,147325,147000,147275,79.08,75,42.59
930,11/29/07,09:30,146600,146700,146425,146600,-139.15,16.27,46.16
931,11/29/07,09:35,146600,146975,146600,146975,-19.8,51.16,47.48
932,11/29/07,09:40,146975,147100,146825,147100,18.69,62.79,43.41
933,11/29/07,09:45,147100,147100,146450,146550,-143.18,11.62,41.86
934,11/29/07,09:50,146550,146700,146425,146650,-107.91,20.93,31.78
935,11/29/07,09:55,146625,146750,146525,146600,-113.68,16.27,16.27
936,11/29/07,10:00,146600,146850,146475,146550,-119.38,11.9,16.37
937,11/29/07,10:05,146525,146550,146225,146300,-155.28,6,11.39
938,11/29/07,10:10,146300,146325,146075,146225,-142.31,10.71,9.53
939,11/29/07,10:15,146225,146475,146200,146425,-89.49,25,13.9
940,11/29/07,10:20,146425,146550,146250,146500,-67.61,34,23.23
941,11/29/07,10:25,146525,146600,146350,146500,-61.5,34,30
942,11/29/07,10:30,146500,146575,146350,146475,-61.22,32,33.33
943,11/29/07,10:35,146450,146750,146350,146675,-13.58,58.53,41.51
944,11/29/07,10:40,146700,146775,146600,146650,-14.55,56.09,48.87
945,11/29/07,10:45,146625,146725,146525,146575,-29.12,48.78,54.47
946,11/29/07,10:50,146600,146725,146500,146675,9.53,58.53,54.47
947,11/29/07,10:55,146700,146875,146675,146800,49.62,90.62,65.98
948,11/29/07,11:00,146825,146825,146675,146725,31.83,81.25,76.8
949,11/29/07,11:05,146725,147025,146725,146900,119.54,86.84,86.23
950,11/29/07,11:10,146925,147125,146850,147050,154.28,92.85,86.98
951,11/29/07,11:15,147050,147100,146925,146975,125.71,85.71,88.47
952,11/29/07,11:20,146950,147025,146750,146850,89.23,70.27,82.94
953,11/29/07,11:25,146825,147100,146800,147050,146.79,91.42,82.47
954,11/29/07,11:30,147025,147425,147025,147400,214.61,97.67,86.45
955,11/29/07,11:35,147400,147550,147300,147325,158.33,81.25,90.11
956,11/29/07,11:40,147325,147525,147300,147475,164.45,93.75,90.89
957,11/29/07,11:45,147475,147700,147475,147600,165.98,91.66,88.88
958,11/29/07,11:50,147600,147600,147425,147425,113.09,77.08,87.5
959,11/29/07,11:55,147425,147575,147400,147450,104.48,79.16,82.63
960,11/29/07,12:00,147425,147475,147350,147425,88.54,73.17,76.47
961,11/29/07,12:05,147425,147600,147425,147525,98.23,82.92,78.42
962,11/29/07,12:10,147525,147525,147250,147275,39.78,56.41,70.83
963,11/29/07,12:15,147250,147300,147125,147150,8.04,42.1,60.48
964,11/29/07,12:20,147150,147250,147100,147200,14.29,47.36,48.62
965,11/29/07,12:25,147200,147350,147175,147300,33.21,57.89,49.12
966,11/29/07,12:30,147325,147350,147250,147300,27.39,55.55,53.6
967,11/29/07,12:35,147300,147425,147275,147350,37.5,48.14,53.86
968,11/29/07,12:40,147350,147450,147325,147375,40.81,45.83,49.84
969,11/29/07,12:45,147350,147375,146900,147025,-102.44,15.62,36.53
970,11/29/07,12:50,147025,147125,146925,147050,-92.25,18.75,26.73
971,11/29/07,12:55,147050,147150,146825,146875,-155.5,6.45,13.6
972,11/29/07,13:00,146875,147025,146650,146700,-209.23,5.26,10.15
973,11/29/07,13:05,146675,146950,146625,146875,-132.63,25.64,12.45
974,11/29/07,13:10,146900,146975,146750,146925,-99.59,30.76,20.55
975,11/29/07,13:15,146925,147050,146775,146825,-113.91,22.22,26.21
976,11/29/07,13:20,146850,146850,146650,146825,-100.48,24.24,25.74
977,11/29/07,13:25,146825,146850,146600,146675,-127.15,8.82,18.42
978,11/29/07,13:30,146675,146950,146675,146750,-94.99,17.64,16.9
979,11/29/07,13:35,146750,146875,146700,146700,-99.21,11.76,12.74
980,11/29/07,13:40,146700,146775,146400,146425,-155.77,2.38,10.59
981,11/29/07,13:45,146400,146675,146275,146600,-100.62,27.65,13.93
982,11/29/07,13:50,146600,147050,146575,146925,-5.27,59.09,29.71
983,11/29/07,13:55,146925,147050,146875,146900,-9.56,71.42,52.72
984,11/29/07,14:00,146875,147000,146625,146750,-52.76,54.28,61.6
985,11/29/07,14:05,146750,146950,146725,146925,13.6,83.87,69.86
986,11/29/07,14:10,146925,147050,146825,147000,52.15,93.54,77.23
987,11/29/07,14:15,147000,147225,147000,147050,86.22,81.57,86.33
988,11/29/07,14:20,147050,147100,146875,147025,92.71,78.94,84.69
989,11/29/07,14:25,147025,147250,146925,147175,156.61,92.3,84.27
990,11/29/07,14:30,147175,147225,146825,146875,17.81,61.53,77.59
991,11/29/07,14:35,146900,147150,146825,147000,75.02,74.35,76.06
992,11/29/07,14:40,147000,147300,146975,147300,193.16,100,78.63
993,11/29/07,14:45,147300,147325,147075,147125,100.07,80.95,85.1
994,11/29/07,14:50,147150,147300,147025,147100,81.69,78.57,86.5
995,11/29/07,14:55,147100,147250,147050,147200,108.32,83.33,80.95
996,11/29/07,15:00,147200,147400,147100,147275,120.35,83.87,81.92
997,11/29/07,15:05,147250,147475,147250,147350,132.28,85.29,84.16
998,11/29/07,15:10,147350,147350,146950,147000,5.61,36.66,68.61
999,11/29/07,15:15,147000,147250,146950,147125,47.61,46.15,56.03
1000,11/29/07,15:20,147125,147175,146950,147125,39.52,46.15,42.99
1001,11/29/07,15:25,147125,147300,147050,147250,91.26,65.38,52.56
1002,11/29/07,15:30,147225,147225,146875,147025,-28.95,30.76,47.43
1003,11/29/07,15:35,147050,147150,146975,147000,-47.01,26.92,41.02
1004,11/29/07,15:40,147025,147275,146825,147250,86.59,65.38,41.02
1005,11/29/07,15:45,147250,147500,147175,147250,79.36,62.96,51.75
1006,11/29/07,15:50,147250,147275,147025,147200,41.86,55.55,61.3
1007,11/29/07,15:55,147175,147325,147175,147225,52.2,59.25,59.25
1008,11/30/07,09:30,149000,149050,148875,149000,592.49,97.75,70.85
1009,11/30/07,09:35,149000,149175,148975,149125,344.42,97.87,84.96
1010,11/30/07,09:40,149125,149225,148900,148925,209.28,87.5,94.37
1011,11/30/07,09:45,148925,148950,148675,148825,149.97,83.33,89.56
1012,11/30/07,09:50,148825,148850,148625,148725,113.56,79.16,83.33
1013,11/30/07,09:55,148725,148875,148575,148825,103.86,83.33,81.94
1014,11/30/07,10:00,148825,149100,148725,148750,83.89,80.2,80.9
1015,11/30/07,10:05,148775,148950,148700,148925,86.37,87.5,83.68
1016,11/30/07,10:10,148925,148950,148500,148650,57.32,76.04,81.25
1017,11/30/07,10:15,148650,148800,148525,148750,58.84,80.2,81.25
1018,11/30/07,10:20,148750,148850,148550,148600,42.23,71.59,75.94
1019,11/30/07,10:25,148600,148775,148525,148750,49.61,78.4,76.73
1020,11/30/07,10:30,148750,149000,148725,148875,55.71,82.92,77.64
1021,11/30/07,10:35,148875,148900,148725,148825,47.61,44.82,68.72
1022,11/30/07,10:40,148825,148825,148650,148725,34.28,31.03,52.92
1023,11/30/07,10:45,148725,148750,148550,148575,11.43,10.34,28.73
1024,11/30/07,10:50,148575,148725,148450,148650,15.2,30.76,24.04
1025,11/30/07,10:55,148650,148800,148575,148625,-0.57,26.92,22.67
1026,11/30/07,11:00,148650,148675,148300,148350,-105.34,6.25,21.31
1027,11/30/07,11:05,148350,148450,148225,148275,-210.82,5.71,12.96
1028,11/30/07,11:10,148275,148425,148150,148175,-208.08,2.94,4.96
1029,11/30/07,11:15,148175,148275,147950,148000,-226.95,4.76,4.47
1030,11/30/07,11:20,148000,148150,147875,148100,-157.02,20,9.23
1031,11/30/07,11:25,148075,148250,148050,148225,-100.18,31.11,18.62
1032,11/30/07,11:30,148225,148250,147950,148150,-103.79,24.44,25.18
1033,11/30/07,11:35,148150,148225,148050,148125,-95.95,22.22,25.92
1034,11/30/07,11:40,148100,148350,148100,148275,-51.76,39.02,28.56
1035,11/30/07,11:45,148275,148400,148225,148375,-21.1,52.63,37.95
1036,11/30/07,11:50,148350,148400,148225,148300,-37.09,45.94,45.86
1037,11/30/07,11:55,148275,148500,148275,148450,8.39,62.16,53.57
1038,11/30/07,12:00,148450,148500,148350,148450,10.97,62.16,56.75
1039,11/30/07,12:05,148475,148475,148275,148300,-29.74,53.12,59.14
1040,11/30/07,12:10,148275,148425,148250,148250,-40.85,60,58.42
1041,11/30/07,12:15,148250,148300,148050,148150,-73.89,44,52.37
1042,11/30/07,12:20,148150,148150,147925,147925,-160.68,8,37.33
1043,11/30/07,12:25,147925,148225,147850,148175,-43.84,50,33
1044,11/30/07,12:30,148175,148200,148050,148150,-49.15,46.15,34.71
1045,11/30/07,12:35,148150,148200,148050,148150,-41.86,46.15,47.43
1046,11/30/07,12:40,148175,148250,147950,147975,-134.23,19.23,37.17
1047,11/30/07,12:45,147975,148300,147950,148225,17.68,57.69,41.02
1048,11/30/07,12:50,148225,148300,148150,148175,-13.07,50,42.3
1049,11/30/07,12:55,148150,148375,148125,148300,57.02,69.23,58.97
1050,11/30/07,13:00,148275,148375,148150,148275,36.48,65.38,61.53
1051,11/30/07,13:05,148275,148300,148125,148200,-12.34,53.84,62.82
1052,11/30/07,13:10,148200,148250,148025,148100,-74.69,40,53.07
1053,11/30/07,13:15,148100,148325,148075,148300,48.78,78.26,57.36
1054,11/30/07,13:20,148325,148475,148250,148450,129.58,96,71.42
1055,11/30/07,13:25,148425,148625,148400,148550,170.83,90.32,88.19
1056,11/30/07,13:30,148550,148600,148500,148525,137.38,87.09,91.13
1057,11/30/07,13:35,148550,148775,148525,148650,180.54,84.84,87.42
1058,11/30/07,13:40,148650,148700,148475,148550,126.58,72.72,81.55
1059,11/30/07,13:45,148550,148600,148450,148575,118.9,75.75,77.77
1060,11/30/07,13:50,148550,148625,148425,148550,94.96,72.72,73.73
1061,11/30/07,13:55,148550,148625,148475,148525,75.42,66.66,71.71
1062,11/30/07,14:00,148525,148550,148100,148200,-49.95,23.33,54.24
1063,11/30/07,14:05,148175,148350,148100,148200,-50.72,23.33,37.77
1064,11/30/07,14:10,148225,148400,148200,148300,-15.51,36.66,27.77
1065,11/30/07,14:15,148300,148475,148250,148425,29.69,53.33,37.77
1066,11/30/07,14:20,148425,148450,148350,148400,11.96,46.42,45.47
1067,11/30/07,14:25,148400,148450,148175,148250,-57.47,22.22,40.66
1068,11/30/07,14:30,148225,148300,148025,148300,-39.03,36.66,35.1
1069,11/30/07,14:35,148300,148500,148275,148350,-16.51,43.33,34.07
1070,11/30/07,14:40,148375,148425,148250,148350,-18.86,43.33,41.11
1071,11/30/07,14:45,148350,148450,148125,148150,-116.04,18.51,35.06
1072,11/30/07,14:50,148150,148175,147950,148125,-130.21,25.92,29.25
1073,11/30/07,14:55,148125,148200,148000,148125,-118.12,25.92,23.45
1074,11/30/07,15:00,148100,148150,147850,147850,-203.78,0,17.28
1075,11/30/07,15:05,147900,147900,147525,147625,-238.85,9.75,11.89
1076,11/30/07,15:10,147625,147650,147300,147625,-195.16,27.08,12.27
1077,11/30/07,15:15,147625,147750,147425,147700,-148.83,33.33,23.39
1078,11/30/07,15:20,147675,147975,147675,147850,-92.23,45.83,35.41
1079,11/30/07,15:25,147875,148025,147725,147875,-75.3,47.91,42.36
1080,11/30/07,15:30,147875,148025,147675,147775,-90.27,39.58,44.44
1081,11/30/07,15:35,147775,147975,147725,147825,-66.8,43.75,43.75
1082,11/30/07,15:40,147825,148200,147800,148100,11.32,66.66,49
1083,11/30/07,15:45,148075,148075,147625,147750,-77.83,39.13,49.84
1084,11/30/07,15:50,147750,147975,147625,147950,-19.64,56.52,54.1
1085,11/30/07,15:55,147925,148525,147900,148475,125.69,95.91,63.85
1086,12/03/07,09:30,148150,148250,147750,147975,-7.9,55.1,69.18
1087,12/03/07,09:35,147950,148025,147650,147700,-83.47,32.65,61.22
1088,12/03/07,09:40,147700,147800,147525,147750,-62.78,36.73,41.49
1089,12/03/07,09:45,147775,147950,147750,147900,-8.51,48.97,39.45
1090,12/03/07,09:50,147900,147975,147800,147900,-0.52,43.18,42.96
1091,12/03/07,09:55,147900,147950,147750,147775,-48.09,25,39.05
1092,12/03/07,10:00,147775,148050,147500,147575,-127.85,7.31,25.16
1093,12/03/07,10:05,147575,147675,147350,147350,-202.16,0,10.77
1094,12/03/07,10:10,147350,147625,147325,147575,-93.18,20.83,9.38
1095,12/03/07,10:15,147575,147725,147525,147600,-81.87,22.91,14.58
1096,12/03/07,10:20,147600,147775,147550,147775,-14.31,37.5,27.08
1097,12/03/07,10:25,147775,147800,147500,147550,-102.21,18.75,26.38
1098,12/03/07,10:30,147550,148000,147525,148000,74.07,56.25,37.5
1099,12/03/07,10:35,147975,148100,147900,147925,43.36,64.86,46.62
1100,12/03/07,10:40,147925,148100,147875,148000,64.84,87.09,69.4
1101,12/03/07,10:45,148025,148100,147800,147850,9.52,67.74,73.23
1102,12/03/07,10:50,147875,147925,147775,147800,-3.43,61.29,72.04
1103,12/03/07,10:55,147800,148175,147775,147975,59.04,76.47,68.5
1104,12/03/07,11:00,147975,148050,147850,147925,40.76,70.58,69.44
1105,12/03/07,11:05,147950,148075,147825,148000,90.8,79.41,75.49
1106,12/03/07,11:10,148000,148000,147725,147750,-15.65,50,66.66
1107,12/03/07,11:15,147750,147775,147600,147700,-38.84,44.11,57.84
1108,12/03/07,11:20,147700,147900,147625,147900,49.27,59.25,51.12
1109,12/03/07,11:25,147875,148000,147800,148000,89.58,74.07,59.15
1110,12/03/07,11:30,147975,148000,147850,147900,45.61,59.25,64.19
1111,12/03/07,11:35,147875,148150,147875,148050,99.07,80.76,71.36
1112,12/03/07,11:40,148050,148075,147950,147975,62.77,65.21,68.41
1113,12/03/07,11:45,147975,148225,147950,148150,137.25,88,77.99
1114,12/03/07,11:50,148175,148175,148050,148050,84.6,72,75.07
1115,12/03/07,11:55,148025,148050,147925,148000,52.99,64,74.66
1116,12/03/07,12:00,148000,148000,147850,147875,-28.45,44,59
1117,12/03/07,12:05,147875,148025,147825,148000,46.28,64,57.33
1118,12/03/07,12:10,148000,148175,147975,148150,146.83,88,65.33
1119,12/03/07,12:15,148175,148175,148000,148125,114.26,84,78.66
1120,12/03/07,12:20,148125,148175,148025,148050,59.76,72,81.33
1121,12/03/07,12:25,148075,148250,148050,148250,173.73,100,85.33
1122,12/03/07,12:30,148225,148300,148200,148250,157.09,90,87.33
1123,12/03/07,12:35,148225,148400,148200,148225,120.62,69.56,86.52
1124,12/03/07,12:40,148225,148300,148150,148175,82.1,60.86,73.47
1125,12/03/07,12:45,148200,148250,148125,148175,74.07,60.86,63.76
1126,12/03/07,12:50,148175,148350,148150,148175,67.61,60.86,60.86
1127,12/03/07,12:55,148175,148200,148000,148075,-1.7,43.47,55.07
1128,12/03/07,13:00,148075,148100,147800,147900,-121.05,16.66,40.33
1129,12/03/07,13:05,147900,147900,147750,147825,-152.94,11.53,23.89
1130,12/03/07,13:10,147825,147875,147775,147800,-158.05,7.69,11.96
1131,12/03/07,13:15,147825,147875,147725,147850,-112.02,18.51,12.58
1132,12/03/07,13:20,147850,147950,147725,147750,-145.52,3.7,9.97
1133,12/03/07,13:25,147750,147900,147650,147725,-134.69,10,10.74
1134,12/03/07,13:30,147725,147750,147475,147550,-175.51,8.1,7.27
1135,12/03/07,13:35,147550,147700,147500,147650,-116.34,18.91,12.34
1136,12/03/07,13:40,147650,147650,147375,147500,-146.73,12.19,13.07
1137,12/03/07,13:45,147500,147650,147450,147550,-113.55,17.94,16.35
1138,12/03/07,13:50,147550,147600,147350,147400,-138.88,5,11.71
1139,12/03/07,13:55,147375,147600,147350,147450,-111.95,10,10.98
1140,12/03/07,14:00,147450,147700,147425,147575,-71.54,26.47,13.82
1141,12/03/07,14:05,147575,147750,147550,147650,-46.34,40,25.49
1142,12/03/07,14:10,147650,147725,147475,147575,-61.98,37.5,34.65
1143,12/03/07,14:15,147575,147725,147525,147675,-25.86,54.16,43.88
1144,12/03/07,14:20,147675,147750,147625,147625,-37.37,45.83,45.83
1145,12/03/07,14:25,147625,147675,147475,147500,-80.16,25,41.66
1146,12/03/07,14:30,147500,147525,147325,147350,-141.002,4.34,25.06
1147,12/03/07,14:35,147375,147550,147325,147475,-75.9,35.29,21.54
1148,12/03/07,14:40,147500,147675,147450,147575,-16.26,58.82,32.82
1149,12/03/07,14:45,147575,147600,147425,147525,-40.65,47.05,47.05
1150,12/03/07,14:50,147525,147775,147500,147725,96.08,88.88,64.92
1151,12/03/07,14:55,147750,147775,147625,147700,92.69,83.33,73.09
1152,12/03/07,15:00,147700,147725,147625,147700,97.44,83.33,85.18
1153,12/03/07,15:05,147700,147750,147250,147275,-196.44,4.76,57.14
1154,12/03/07,15:10,147250,147450,147200,147400,-94.06,34.78,40.95
1155,12/03/07,15:15,147375,147500,147300,147450,-55.14,43.47,27.67
1156,12/03/07,15:20,147450,147850,147275,147800,150.39,92.3,56.85
1157,12/03/07,15:25,147800,147875,147675,147725,93.64,77.77,71.18
1158,12/03/07,15:30,147750,147800,147625,147675,60.4,70.37,80.15
1159,12/03/07,15:35,147700,147825,147650,147650,41.19,66.66,71.6
1160,12/03/07,15:40,147650,147875,147625,147775,102.4,85.18,74.07
1161,12/03/07,15:45,147775,147775,147475,147550,-20.35,51.85,67.9
1162,12/03/07,15:50,147525,147525,147275,147400,-92.81,29.62,55.55
1163,12/03/07,15:55,147375,147525,147350,147500,-36.3,44.44,41.97
1164,12/04/07,09:30,146550,146700,146350,146600,-358.22,16.39,30.15
1165,12/04/07,09:35,146550,146625,146250,146475,-285.61,13.84,24.89
1166,12/04/07,09:40,146475,146525,146400,146425,-225.24,10.76,13.66
1167,12/04/07,09:45,146425,146650,146375,146575,-151.3,20,14.87
1168,12/04/07,09:50,146575,146625,146400,146500,-134.27,15.38,15.38
1169,12/04/07,09:55,146475,146900,146475,146875,-64.2,38.46,24.61
1170,12/04/07,10:00,146850,146900,146750,146750,-72.91,30.76,28.2
1171,12/04/07,10:05,146750,146800,146575,146650,-77.06,24.61,31.28
1172,12/04/07,10:10,146625,146850,146600,146850,-42.7,36.92,30.76
1173,12/04/07,10:15,146850,146875,146650,146700,-58.26,27.69,29.74
1174,12/04/07,10:20,146700,146750,146550,146650,-59.34,26.22,30.28
1175,12/04/07,10:25,146675,146950,146650,146850,-28.28,47.05,33.66
1176,12/04/07,10:30,146850,147025,146800,146825,-27.29,45.09,39.46
1177,12/04/07,10:35,146825,146900,146725,146825,-22.68,74.19,55.45
1178,12/04/07,10:40,146825,146975,146725,146975,11.01,93.54,70.94
1179,12/04/07,10:45,146950,147050,146750,146775,-23.94,59.25,75.66
1180,12/04/07,10:50,146750,146850,146700,146725,-29.43,51.85,68.21
1181,12/04/07,10:55,146750,146900,146700,146750,-12.29,53.84,54.98
1182,12/04/07,11:00,146725,146800,146650,146775,10.15,52.17,52.62
